Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Euro area,EMU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.624274318,3.934306333,4.188868223,5.238375363,4.13760517,4.40492928,3.220596753,3.517347198,4.641788271,6.565931122,6.204374575,6.80497331,9.466276751,12.89565345,13.12001951,11.48244437,8.836021634,8.366640309,9.307636907,12.03975273,11.66288945,10.58198787,7.504562138,6.72340074,5.201458997,4.450422526,2.753665441,3.193546996,4.774600644,3.273846644,3.350873875,3.729072425,4.265236664,3.542473576,4.201113189,2.641011122,2.56737469,2.566663983,1.536128447,2.164979679,3.474752153,3.27434188,3.147807929,2.670183681,2.240319307,2.899073217,2.556637015,2.858074943,0.533179398,0.673371698,1.607176983,1.675270124,1.281332227,0.833592064,1.005043485,0.861444794,1.299554832,1.812996737,1.783567272,
